Tax Rate,No Inflation,Constant,Linear
0.0,100,90.09900990099004,85.22167487684737
0.005,100,90.09900990099004,85.22167487684737
0.01,100,90.09900990099004,85.22167487684737
0.015,100,90.09900990099004,85.22167487684737
0.02,100,90.09900990099004,85.22167487684737
0.025,100,90.09900990099004,85.22167487684737
0.03,100,90.09900990099004,85.22167487684737
0.035,100,90.09900990099004,85.22167487684737
